txt,label
"['เรียน', 'ปกติ', 'รถ', 'ปกติ', 'คน', 'ป้องกัน', 'ตัว', 'รถ', 'ติด', 'แย่', 'สิ', 'เรียน', 'หลัก', 'ร้อย', 'เรียน', 'พัน']",0
"['เรียน', 'ปกติ', 'ระดับ', 'ชั้น', 'โรง', 'เรียน', 'ปกครอง', 'รถ', 'โรง', 'เรียน', 'เด็ก', 'แย่', 'สำหรับ', 'ปกครอง', 'คน', 'รบกวน', 'รร', 'ลอง', 'ลงมา', 'ดู', 'ลาน', 'จอด', 'รถ', 'ตอน', 'เช้า', 'ตอน', 'เย็น', 'รถ', 'ติด']",0
"['เรียน', 'ปกติ', 'ระดับ', 'ชั้น', 'โรง', 'เรียน', 'ปกครอง', 'รถ', 'โรง', 'เรียน', 'เด็ก', 'แย่', 'สำหรับ', 'ปกครอง', 'คน', 'รบกวน', 'รร', 'ลองลงมา', 'ดู', 'ลาน', 'จอด', 'รถ', 'ตอน', 'เช้า', 'ตอน', 'เย็น', 'รถ', 'ติด']",0
"['จอด', 'รถ', 'พิจารณา', 'เรื่อง', 'จอด', 'รถ', 'เต็ม', 'รูปแบบ', 'รถ', 'ติด']",0
"['จอด', 'รถ', 'พิจารณา', 'เรื่อง', 'จอด', 'รถ', 'เต็ม', 'รูปแบบ', 'รถ', 'ติด']",0
"['จอด', 'รถ', 'พิจารณา', 'เรื่อง', 'จอด', 'รถ', 'เต็ม', 'รูปแบบ', 'รถ', 'ติด']",0
"['พิจารณา', 'ขับ', 'รถ', 'เทียบ', 'หน้า', 'ตึก', 'จอด', 'ตอน', 'เรียน', 'เว้น', 'จอด', 'เด็ก', 'อนุบาล', 'เวลา', 'เดิน', '2', 'เดือน', 'จอด', 'รถ', 'สร้าง', 'พิจารณา']",0
"['เรื่อง', 'รถ', 'เรียน', 'เด็ก', 'เรียน', 'คน', 'โรง', 'เรียน', 'เช้า', 'รถ', 'เรียน', 'แน่น', 'นั่ง', 'ลูกหลาน', 'นั่ง', 'ไช่', 'นั่ง', 'เด็ก', 'รถ', '20', 'คน', 'คิดเห็น', 'ตอน', 'เช้า', 'สาย', 'เด็ก', 'หน้า', 'รถ', '2', 'คัน', 'เงิน', 'นั่ง', 'ไช่', 'นั่ง', 'แน่น', 'สังเกตุ', 'อาทิศ', 'ขอบคุณ', 'หวัง', 'กรุณา', 'พิจารณา']",0
"['เรื่อง', 'รถ', 'เรียน', 'เด็ก', 'เรียน', 'คน', 'โรง', 'เรียน', 'เช้า', 'รถ', 'เรียน', 'แน่น', 'นั่ง', 'ลูกหลาน', 'นั่ง', 'ไช่', 'นั่ง', 'เด็ก', 'รถ', '20', 'คน', 'คิดเห็น', 'ตอน', 'เช้า', 'สาย', 'เด็ก', 'หน้า', 'รถ', '2', 'คัน', 'เงิน', 'นั่ง', 'ไช่', 'นั่ง', 'แน่น', 'สังเกตุ', 'อาทิศ', 'ขอบคุณ', 'หวัง', 'กรุณา', 'พิจารณา']",0
"['เรื่อง', 'รถ', 'เรียน', 'เด็ก', 'เรียน', 'คน', 'โรง', 'เรียน', 'เช้า', 'รถ', 'เรียน', 'แน่น', 'นั่ง', 'ลูกหลาน', 'นั่ง', 'ไช่', 'นั่ง', 'เด็ก', 'รถ', '20', 'คน', 'คิดเห็น', 'ตอน', 'เช้า', 'สาย', 'เด็ก', 'หน้า', 'รถ', '2', 'คัน', 'เงิน', 'นั่ง', 'ไช่', 'นั่ง', 'แน่น', 'สังเกตุ', 'อาทิศ', 'ขอบคุณ', 'หวัง', 'กรุณา', 'พิจารณา']",0
"['ประตู', '3', 'โรง', 'เรียน', 'ประตู', '4', 'ประตู', '5', 'ระบาย', 'รถ', 'ลาน', 'จอด', 'รถ', 'เช้า', '600', '830', 'น', 'บ่าย', '1530', '1800', 'น', 'ประชาชน', 'สัญจร', 'หน้า', 'โรง', 'เรียน', 'พอใจ', 'บริหารจัดการ', 'จราจร', 'โรง', 'เรียน']",0
"['รรคืน', 'เงิน', 'คน', 'บ่น', 'ลูก', 'ชาย', 'คน', 'เรียน', 'โครงการ', 'พิเศษ', 'รร', 'รัฐบาล', 'เทอม', 'สอง', 'หมื่น', 'คืน', 'เงิน', '1380', 'ผปค', 'โพสบ่น', 'เพจรร', 'รร', 'เอกชน', 'ขนาด', 'ปกติ', 'ยังคืน', 'รรรัฐบาล', 'คน', 'บ่น']",0
"['จัดสรร', 'เรื่อง', 'จอด', 'รถ', 'รูปแบบ', 'ชัดเจน', 'ตอน', 'เลิก', 'เรียน', 'ลำบาก', 'จอด', 'วน', 'ลูก', 'รอ', 'คน', 'สุดท้าย', 'ห้อง', 'เกรงใจ', 'คุณครู', 'รอ', 'คน']",0
"['จัดสรร', 'เรื่อง', 'จอด', 'รถ', 'รูปแบบ', 'ชัดเจน', 'ตอน', 'เลิก', 'เรียน', 'ลำบาก', 'จอด', 'วน', 'ลูก', 'รอ', 'คน', 'สุดท้าย', 'ห้อง', 'เกรงใจ', 'คุณครู', 'รอ', 'คน']",0
"['ลูก', 'ตักรอบ', 'รอบ', 'สอง', 'แน่นอน', 'พิจารณา', 'ตักรอบ']",0
"['เวลา', 'การเรียนการสอน', 'เร่งรัด', 'เรื่อง', 'เรียน', 'รู้', 'ตัด', 'ระบบ', 'ปัจุบัน', 'ทำ', 'งาน', 'งาน']",0
"['กระตุก', 'กระตุก', 'นิ่ง', 'โรง', 'เรียน', 'พิจารณา', 'เรื่อง', 'bandwidth', 'เรียน', 'พัน', 'คน', 'ระบบ', 'ไฟล์', 'เอกสาร', 'vdo', 'offline', 'ลูก', 'เรียน', 'ดี', 'แย่']",0
"['กระตุก', 'กระตุก', 'นิ่ง', 'โรง', 'เรียน', 'พิจารณา', 'เรื่อง', 'bandwidth', 'เรียน', 'พัน', 'คน', 'ระบบ', 'ไฟล์', 'เอกสาร', 'vdo', 'offline', 'ลูก', 'เรียน', 'ดี', 'แย่']",0
"['กระตุก', 'กระตุก', 'นิ่ง', 'โรง', 'เรียน', 'พิจารณา', 'เรื่อง', 'bandwidth', 'เรียน', 'พัน', 'คน', 'ระบบ', 'ไฟล์', 'เอกสาร', 'vdo', 'offline', 'ลูก', 'เรียน', 'ดี', 'แย่']",0
"['กระตุก', 'กระตุก', 'นิ่ง', 'โรง', 'เรียน', 'พิจารณา', 'เรื่อง', 'bandwidth', 'เรียน', 'พัน', 'คน', 'ระบบ', 'ไฟล์', 'เอกสาร', 'vdo', 'offline', 'ลูก', 'เรียน', 'ดี', 'แย่']",0
"['รบกวน', 'คุณครู', 'ปรับปรุง', 'เรื่อง', 'ออกเสียง', 'รล', 'ชัดเจน', 'วิชา', 'ภาษา', 'ไทย', 'ขอบคุณ']",0
"['ระดับ', 'ป', '4', '50164', 'คลิป', 'การเรียนการสอน', 'เพื่ม', 'กระตุก', 'เหมือน', 'เดิม', 'คลิป', 'วาน', 'เด็ก', 'เรียน', 'กระตุก', 'ดู', 'ค้น', 'วาน', 'เก่า', 'มั่ว', 'ระดับ', 'มัธยมศึก', 'ดู', 'ประถม', 'ดู', 'ชำระ', 'เงิน', 'เหมือน', 'คุณนิตยา', 'ทราบ', 'ปัญหา', 'ปรับปรุง', 'ห่วย']",0
"['ระดับ', 'ป', '4', '50164', 'คลิป', 'การเรียนการสอน', 'เพื่ม', 'กระตุก', 'เหมือน', 'เดิม', 'คลิป', 'วาน', 'เด็ก', 'เรียน', 'กระตุก', 'ดู', 'ค้น', 'วาน', 'เก่า', 'มั่ว', 'ระดับ', 'มัธยมศึก', 'ดู', 'ประถม', 'ดู', 'ชำระ', 'เงิน', 'เหมือน', 'คุณนิตยา', 'ทราบ', 'ปัญหา', 'ปรับปรุง', 'ห่วย']",0
"['ระดับ', 'ป', '4', '50164', 'คลิป', 'การเรียนการสอน', 'เพื่ม', 'กระตุก', 'เหมือน', 'เดิม', 'คลิป', 'วาน', 'เด็ก', 'เรียน', 'กระตุก', 'ดู', 'ค้น', 'วาน', 'เก่า', 'มั่ว', 'ระดับ', 'มัธยมศึก', 'ดู', 'ประถม', 'ดู', 'ชำระ', 'เงิน', 'เหมือน', 'คุณนิตยา', 'ทราบ', 'ปัญหา', 'ปรับปรุง', 'ห่วย']",0
"['โปรด', 'พิจารณา', 'สำหรับ', 'แผนก', 'ep', 'วิชา', 'เรียน', 'ภาษา', 'อังกฤษ', 'วิชา', 'สอน', 'ออนไลน์', 'สด', 'เด็ก', 'สอบถาม', 't', 'ta', 'ประจำ', 'วิชา', 'โอเค']",0
"['โปรด', 'พิจารณา', 'สำหรับ', 'แผนก', 'ep', 'วิชา', 'เรียน', 'ภาษา', 'อังกฤษ', 'วิชา', 'สอน', 'ออนไลน์', 'สด', 'เด็ก', 'สอบถาม', 't', 'ta', 'ประจำ', 'วิชา', 'โอเค']",0
"['โปรด', 'พิจารณา', 'สำหรับ', 'แผนก', 'ep', 'วิชา', 'เรียน', 'ภาษา', 'อังกฤษ', 'วิชา', 'สอน', 'ออนไลน์', 'สด', 'เด็ก', 'สอบถาม', 't', 'ta', 'ประจำ', 'วิชา', 'โอเค']",0
"['โปรด', 'พิจารณา', 'สำหรับ', 'แผนก', 'ep', 'วิชา', 'เรียน', 'ภาษา', 'อังกฤษ', 'วิชา', 'สอน', 'ออนไลน์', 'สด', 'เด็ก', 'สอบถาม', 't', 'ta', 'ประจำ', 'วิชา', 'โอเค']",0
"['กระตุก', 'เด็ก', 'เรียน', 'รู้', 'เรื่อง', 'หยุด', 'รบกวน', 'ด่วน', 'วาน', 'ป4', '13', 'วิชา', 'เรียน', 'จบ', '3', 'วิชา', 'ครึ่ง', '4', 'วิชา', 'กระตุก', 'เหมือน', 'เดิม']",0
"['สรุป', 'เรียน', 'ออนไลน์', 'ระดับ', 'ประถม', 'ปรับปรุง', 'ดี', 'เสียง', 'คลิป', 'ฟัง', 'รู้', 'เรื่อง', 'อุปกรณ์', 'รร', 'ครู', 'ทุน', 'หรอ', 'เสียง', 'ยิน', 'ดับ', 'หาย', 'รร', 'ทุน', 'อุปกรณ์', 'ครู', 'ไมค์', 'อัด', 'คลิป', 'เรื่อง', 'ภาพ', 'เรื่อง', 'นึง', 'เรื่อง', 'เสียง', 'นร', 'ฟัง', 'ครู', 'อธิบาย', 'กลาย', 'ทำ', 'งาน', 'ซ้ำซ้อน', 'รร', 'ทุน', 'อุปกรณ์', 'ครู']",0
"['สรุป', 'เรียน', 'ออนไลน์', 'ระดับ', 'ประถม', 'ปรับปรุง', 'ดี', 'เสียง', 'คลิป', 'ฟัง', 'รู้', 'เรื่อง', 'อุปกรณ์', 'รร', 'ครู', 'ทุน', 'หรอ', 'เสียง', 'ยิน', 'ดับ', 'หาย', 'รร', 'ทุน', 'อุปกรณ์', 'ครู', 'ไมค์', 'อัด', 'คลิป', 'เรื่อง', 'ภาพ', 'เรื่อง', 'นึง', 'เรื่อง', 'เสียง', 'นร', 'ฟัง', 'ครู', 'อธิบาย', 'กลาย', 'ทำ', 'งาน', 'ซ้ำซ้อน', 'รร', 'ทุน', 'อุปกรณ์', 'ครู']",0
"['คลิป', 'ค้าง', 'กระตุก', 'วิชา', 'เช้า', 'ตอน', 'ดู', 'รู้', 'เรื่อง']",0
"['คลิป', 'ค้าง', 'กระตุก', 'วิชา', 'เช้า', 'ตอน', 'ดู', 'รู้', 'เรื่อง']",0
"['vdo', 'กระตุก', 'โหลด', 'ดู', 'สะดุด', 'รู้', 'เรื่อง', 'ดู', 'วิชา']",0
"['vdo', 'กระตุก', 'โหลด', 'ดู', 'สะดุด', 'รู้', 'เรื่อง', 'ดู', 'วิชา']",0
"['เว็ป', 'โรง', 'เรียน', 'โหลด', 'คลิป', 'กระตุก', 'ดู', 'รู้', 'เรื่อง']",0
"['เว็ป', 'โรง', 'เรียน', 'โหลด', 'คลิป', 'กระตุก', 'ดู', 'รู้', 'เรื่อง']",0
"['พิจารณา', 'เรื่อง', 'เรียน', 'zoom', 'โรง', 'เรียน', 'จังหวัดเค้า', 'เรียน', 'โปรแกรม', 'ตอบโต้', 'เรียน', 'เด็ก', 'นั่ง', 'ฟัง', 'ครู', 'คน', 'สอน', 'สนใจ', 'นั่ง', 'ฟัง', 'เทอม', 'แล้วแม่', 'นั่ง', 'ฟัง', 'ลูก', 'เบื่อ', 'รบกวน', 'พิจารณา']",0
"['พิจารณา', 'เรื่อง', 'เรียน', 'zoom', 'โรง', 'เรียน', 'จังหวัดเค้า', 'เรียน', 'โปรแกรม', 'ตอบโต้', 'เรียน', 'เด็ก', 'นั่ง', 'ฟัง', 'ครู', 'คน', 'สอน', 'สนใจ', 'นั่ง', 'ฟัง', 'เทอม', 'แล้วแม่', 'นั่ง', 'ฟัง', 'ลูก', 'เบื่อ', 'รบกวน', 'พิจารณา']",0
"['พิจารณา', 'เรื่อง', 'เรียน', 'zoom', 'โรง', 'เรียน', 'จังหวัดเค้า', 'เรียน', 'โปรแกรม', 'ตอบโต้', 'เรียน', 'เด็ก', 'นั่ง', 'ฟัง', 'ครู', 'คน', 'สอน', 'สนใจ', 'นั่ง', 'ฟัง', 'เทอม', 'แล้วแม่', 'นั่ง', 'ฟัง', 'ลูก', 'เบื่อ', 'รบกวน', 'พิจารณา']",0
"['รร', 'ซื้อ', 'แอพ', 'zoom', 'premium', 'ครู', 'เวลา', '40', 'นาที', 'zoom', 'ฟรี', 'กรณี', 'สอน', 'สด', 'รอ', 'เรียน', 'กิน', 'เวลา', '10', 'นาที', 'เวลา', 'เน็ต', 'หลุด', 'เวลา', 'เรียน', 'ต่อเนื่อง', 'เต็มที่', 'เด็ก', 'มปลาย', 'เด็ก', 'บ่น']",0
"['รร', 'ซื้อ', 'แอพ', 'zoom', 'premium', 'ครู', 'เวลา', '40', 'นาที', 'zoom', 'ฟรี', 'กรณี', 'สอน', 'สด', 'รอ', 'เรียน', 'กิน', 'เวลา', '10', 'นาที', 'เวลา', 'เน็ต', 'หลุด', 'เวลา', 'เรียน', 'ต่อเนื่อง', 'เต็มที่', 'เด็ก', 'มปลาย', 'เด็ก', 'บ่น']",0
"['รร', 'ซื้อ', 'แอพ', 'zoom', 'premium', 'ครู', 'เวลา', '40', 'นาที', 'zoom', 'ฟรี', 'กรณี', 'สอน', 'สด', 'รอ', 'เรียน', 'กิน', 'เวลา', '10', 'นาที', 'เวลา', 'เน็ต', 'หลุด', 'เวลา', 'เรียน', 'ต่อเนื่อง', 'เต็มที่', 'เด็ก', 'มปลาย', 'เด็ก', 'บ่น']",0
"['ขอโทษ', 'กด', 'วีดีโอ', 'ติด', 'ติด', 'ไหว']",0
"['ลอง', 'wifi', '5', 'g', 'ติด', 'ติด', 'เซ็ง']",0
"['ลอง', 'wifi', '5', 'g', 'ติด', 'ติด', 'เซ็ง']",0
"['จัดซัมเมอร', 'ดิฉัน', 'ลูก', 'เรียน', 'แน่นอน', 'ทำ', 'บุญ', 'รร', 'อันตราย', 'ขนาด', 'สอน', 'ซัมเมอร์', 'โค', 'วิด', 'คน', 'ติด', 'พัน', 'คน', 'เด็ก', 'ติด', 'หาย', 'ปอด', 'หาย', 'ครึ่ง', 'นึง', 'อนาคต', 'สุขภาพ', 'เด็ก', 'แย่']",0
"['จัดซัมเมอร', 'ดิฉัน', 'ลูก', 'เรียน', 'แน่นอน', 'ทำ', 'บุญ', 'รร', 'อันตราย', 'ขนาด', 'สอน', 'ซัมเมอร์', 'โค', 'วิด', 'คน', 'ติด', 'พัน', 'คน', 'เด็ก', 'ติด', 'หาย', 'ปอด', 'หาย', 'ครึ่ง', 'นึง', 'อนาคต', 'สุขภาพ', 'เด็ก', 'แย่']",0
"['เรื่อง', 'ซื้อ', 'ขาย', 'อุปกรณ์', 'เรียน', 'เสี่ยง', 'คน', 'จำนวน']",0
"['ดู', 'วาเด็ก', 'ม', '6', 'รุ่น', 'เดือดร้อน', 'พลาด', 'โอกาส', 'พลาด', 'เรียน']",0
"['โรง', 'เรียน', 'เร่ง', 'เด็ก', 'เรียน', 'ปกครอง', 'คน', 'ประสาน', 'แจ้ง', 'รายละเอียด', 'ปัญหา', 'พิจารณา', 'โรง', 'เรียน', 'เร่ง', 'หา', 'ด่วน']",0
"['โรง', 'เรียน', 'เร่ง', 'เด็ก', 'เรียน', 'ปกครอง', 'คน', 'ประสาน', 'แจ้ง', 'รายละเอียด', 'ปัญหา', 'พิจารณา', 'โรง', 'เรียน', 'เร่ง', 'หา', 'ด่วน']",0
"['ห้องน้ำ', 'เรียน', 'อาคาร', 'อับชื้น', 'สกปรก', 'รบกวน', 'ตรวจ']",0
"['ห้องน้ำ', 'เรียน', 'อาคาร', 'อับชื้น', 'สกปรก', 'รบกวน', 'ตรวจ']",0
"['รร', 'พิจารณา', 'เรื่อง', 'ขับ', 'รถ', 'วน', 'นร', 'รร']",0
"['รร', 'พิจารณา', 'เรื่อง', 'ขับ', 'รถ', 'วน', 'นร', 'รร']",0
"['ไก่', 'ดูแล', 'เรื่อง', 'ปริมาณ', 'อาหาร']",0
"['กระตุก', 'ค่', 'หยุด', 'ๆะ', 'เล่น', 'อารมณ์']",0
"['กระตุก', 'ค่', 'หยุด', 'ๆะ', 'เล่น', 'อารมณ์']",0
"['กระตุก', 'ค้าง', 'คุณภาพ', 'เสียง', 'ดี', 'ได้ยิน', 'ห่วย']",0
"['กระตุก', 'ค้าง', 'คุณภาพ', 'เสียง', 'ดี', 'ได้ยิน', 'ห่วย']",0
"['กระตุก', 'file', 'ค้าง', 'เด็ก', 'เดิน', 'หนี']",0
"['กระตุก', 'คลิป', 'เรียน', 'แย่']",0
"['กระตุก', 'คลิป', 'เรียน', 'แย่']",0
"['กระตุก', 'โหลด', 'หยุด']",0
"['ดู', 'กระตุก', 'ค้าง']",0
"['กระตุก', 'ค้างๆ', 'วิชา', 'เวลา', 'แย่']",0
"['กระตุก', 'ค้างๆ', 'วิชา', 'เวลา', 'แย่']",0
"['กระตุก', 'สะดุด', 'วิชา', 'เรียน', 'เด็ก', 'แย่', 'สิ', 'คับ']",0
"['กระตุก', 'สะดุด', 'วิชา', 'เรียน', 'เด็ก', 'แย่', 'สิ', 'คับ']",0
"['clip', 'กระตุก']",0
"['ป2', 'ป4', 'ดู', 'vdo', 'ไหว']",0
"['กระตุก', 'เรียน', 'เวลา']",0
"['กระตุก', 'เรียน', 'เวลา']",0
"['กระตุก', 'link', 'ห่วย']",0
"['กระตุก', 'link', 'ห่วย']",0
"['โรงเรียน', 'ดำเนิน', 'ไหว']",0
"['ควบคุม', 'ผลิต', 'ดี', 'โปรตีน', 'ผัก', 'ผลไม้', 'ห่วย', 'มากก']",0
"['ข้อมูล', 'กรุณา', 'พิจารณา', 'ขอบคุณ']",0
"['เมนู', 'ก๋วยเตี๋ยว', 'น้อง', 'ผม', 'บ่น', 'กิน', 'หมี่']",0
"['พิจารณา', 'เหตุการณ์', 'เจอ', 'คาด']",0
"['น้ำ', 'ซุป', 'ฟัก', 'ลูก', 'จืด', 'กะน้ำเปล่า', 'ปรับปรุง']",0
"['กับข้าวของ', 'อิสลาม', 'ลูก', 'เพื่อน', 'เผ็ด', 'รบกวน']",0
"['ติด', 'ป้าย', 'ลด', 'ดี', 'ฝุ่น', 'ปูน', 'ลอย', 'หน้าต่าง', 'เด็ก', 'นั่ง', 'เพียบ']",0
"['ติด', 'ป้าย', 'ลด', 'ดี', 'ฝุ่น', 'ปูน', 'ลอย', 'หน้าต่าง', 'เด็ก', 'นั่ง', 'เพียบ']",0
"['เส้น', 'กะทิ', 'หลีกเลี่ยง', 'ทำ', 'อาหาร', 'เด็ก', 'เด็ก', 'ปวด', 'ท้อง', 'ท้องเสีย', 'คน']",0
"['เส้น', 'กะทิ', 'หลีกเลี่ยง', 'ทำ', 'อาหาร', 'เด็ก', 'เด็ก', 'ปวด', 'ท้อง', 'ท้องเสีย', 'คน']",0
"['เด็ก', 'ข้าว', 'แข็ง', 'วาน']",0
"['เด็ก', 'คน', 'ห้องน้ำ', 'สกปรก', 'กล้า', 'ห้องน้ำ', 'อั้น', 'ดี']",0
"['เด็ก', 'คน', 'ห้องน้ำ', 'สกปรก', 'กล้า', 'ห้องน้ำ', 'อั้น', 'ดี']",0
"['ปรับปรุง', 'เรื่อง', 'รสชาติ', 'แจ้ง', 'เทอม', 'ต้ม', 'จืด', 'จืด']",0
"['หวัง', 'เทอม', 'ฟัง', 'ลูก', 'เรื่อง', 'รสชาติ', 'ปริมาณ', 'เหมาะสม']",0
"['ปริมาณ', 'อาหาร', 'ต้องการ', 'ด่วน', 'ห่วย', 'เทอม']",0
"['ปริมาณ', 'อาหาร', 'ต้องการ', 'ด่วน', 'ห่วย', 'เทอม']",0
"['ลูก', 'ชาย', 'เรียน', 'ม', '5', 'บ่น', 'กิน']",0
"['ผม', 'สงสาร', 'เด็ก', 'รร', 'โรง', 'อาหาร', 'แน่น']",0
"['ผม', 'สงสาร', 'เด็ก', 'รร', 'โรง', 'อาหาร', 'แน่น']",0
"['แบ่ง', 'เหมาะสม', 'เด็กเล็ก', 'เด็ก', 'ปรับปรุง', 'โภชนาการ', 'อาหาร']",0
"['แบ่ง', 'เหมาะสม', 'เด็กเล็ก', 'เด็ก', 'ปรับปรุง', 'โภชนาการ', 'อาหาร']",0
"['ฝน', 'ตก', 'ลูก', 'ลำบาก', 'ปรับปรุง']",0
"['ฝน', 'ตก', 'ลูก', 'ลำบาก', 'ปรับปรุง']",0
"['ฝน', 'ตก', 'ลูก', 'ลำบาก', 'ปรับปรุง']",0
"['ฝน', 'ตก', 'ลูก', 'ลำบาก']",0
"['ฝน', 'ตก', 'ลูก', 'ลำบาก']",0
"['ดูแล', 'เรื่อง', 'ปริมาณ', 'อาหาร']",0
"['พิจารณา', 'จอด', 'รถ']",0
"['พิจารณา', 'จอด', 'รถ']",0
"['ลาน', 'จอด', 'ฝุ่น']",0
"['พิจารณา', 'ห้องน้ำ', 'เด็ก', 'สบู่', 'ก้อน', 'ล้าง', 'มือ', 'สบู่', 'ก้อน', 'สะสม', 'เชื้อ', 'โรค']",0
"['เมนูกระเพรา', 'หมู', 'อังคาร', 'ลด', 'เผ็ด']",0
"['รร', 'พิจารณา', 'เรื่อง', 'ขับ', 'รถ', 'วน', 'นร', 'รร']",0
"['รร', 'พิจารณา', 'เรื่อง', 'ขับ', 'รถ', 'วน', 'นร', 'รร']",0
"['ถนนข้าง', 'สนาม', 'กอล์ฟ', 'รถ', 'ดับ', 'เพลิง', 'ฉีด', 'ล้าง', 'ฝุ่น', 'ดิน', 'ดี']",0
"['ถนนข้าง', 'สนาม', 'กอล์ฟ', 'รถ', 'ดับ', 'เพลิง', 'ฉีด', 'ล้าง', 'ฝุ่น', 'ดิน', 'ดี']",0
"['ก๋วยเตี๋ยว', 'เส้น', 'น้อง', 'ผม', 'บ่น', 'กิน', 'หมี่']",0
"['ใส่', 'พริก', 'ดี', 'เด็ก', 'ประถม', 'ทาน', 'เผ็ด', 'คน']",0
"['ใส่', 'พริก', 'ดี', 'เด็ก', 'ประถม', 'ทาน', 'เผ็ด', 'คน']",0
"['ทำ', 'อาหาร', 'เด็ก', 'ทาน', 'เมนูแกง', 'สำหรับ', 'เด็ก', 'ประถม']",0
"['คุณครู', 'ปรับปรุง', 'เรื่อง', 'ออกเสียง', 'รล', 'ชัดเจน']",0
"['เช็ค', 'สหกรณ์', 'หน้ากาก', 'อนามัย', 'แพง']",0
"['ทราบ', 'ปัญหา', 'ปรับปรุง', 'ห่วย']",0
"['ทราบ', 'ปัญหา', 'ปรับปรุง', 'ห่วย']",0
"['ปริมาณ', 'อาหาร', 'อาทิตย์', 'ลูก', 'แจ้ง', 'ทาน', 'หมู', 'ก้อน', '1']",0
"['พิจารณา', 'เรื่อง', 'สะอาด', 'เด็ก', 'สงสาร', 'นั่ง', 'พื้น', 'สั่ง', '…', 'รู้', 'เรื่อง']",0
"['พิจารณา', 'เรื่อง', 'สะอาด', 'เด็ก', 'สงสาร', 'นั่ง', 'พื้น', 'สั่ง', '…', 'รู้', 'เรื่อง']",0
"['กิน', 'ต้ม', 'จืด', 'อาหาร']",0
"['กิน', 'ต้ม', 'จืด', 'อาหาร']",0
"['กิน', 'ต้ม', 'จืด', 'อาหาร', 'ทำ', 'อาหาร', 'รสชาติ']",0
"['ลำบาก', 'จอด', 'วน', 'ลูก', 'รอ', 'คน', 'สุดท้าย', 'ห้อง']",0
