txt,label
"['รร', 'แจ้ง', 'ลด', 'จำนวน', 'นร', 'ห้อง', 'พิเศษ', 'ไหม']",1
"['รบกวน', 'สอบถาม', 'ปี', '2566', 'โรง', 'เรียน', 'สมัคร', 'เด็ก', 'เรียน', 'ชั้น', 'ป', '4', 'ปกติ', 'ไหม', 'เกณฑ์', 'ย้าย', 'แถว', 'ปากเกร็ด', 'แจ้ง', 'วัฒนะ', 'ปี']",4
"['สมัคร', 'อนุบาล', '1', 'ปี', '65', 'เดือน', 'ธันวาคม', '64', 'มัย', 'ทราบ', 'แจ้ง', 'ไหม', 'เตรียม', 'เอกสาร']",4
"['เรียน', 'หยุด', 'เรียน', 'โควิด', 'การเรียนการสอน', '28', 'ธค', '63', '31', 'มค', '64', 'โรง', 'เรียน', 'ดำเนินการ', 'คืน', 'เทอม', 'ปกครอง']",4
"['คืน', 'เทอม', 'ไหม', 'เหมือน', 'แจ้ง', 'คอมเม้น', 'คืน', 'เทอม', 'ปลาย', 'เทอม']",4
"['ย้าย', 'เรียน', 'เทอม', 'หน้า', 'มป', '2', 'ทำ', 'สมัคร']",4
"['โทร', 'สาย', 'อนุญาต', 'ถาม', 'ep', 'ป1', 'เทอม', 'ขอบคุณ']",1
"['แผน', 'ปกครอง', 'รถ', 'โรง', 'เรียน', 'ไหร่']",2
"['สอบถาม', 'เรียน', 'ปรกติ', 'จราจร', 'โรง', 'เรียน']",2
"['รร', 'รูปแบบ', 'เดิม', 'ไม๊', 'งั้น', 'รถ', 'ติด', 'เทพ', 'ปรับปรุง']",2
"['สอบถาม', 'ศิษย์', 'เก่า', 'โรง', 'เรียน']",3
"['ตาราง', 'เรียน', 'แจก', 'download']",1
"['สอบถาม', 'เรื่อง', 'สอบ', 'tedet', 'สอบ', 'ไหม']",1
"['สอบ', 'tedet', 'สอง', 'วิชา', 'คัฟ', 'ครึ่ง', 'ไหม', 'คัฟ']",1
"['เด็ก', 'สมัคร', 'ไม๊', 'สอบ', 'ประกาศ', 'เพจ']",1
"['รายละเอียด', 'ผัง', 'ห้อง', 'สอบ', 'หา', 'เจอ']",1
"['สอบถาม', 'คะแนน', 'สอบ', 'ประเมิน', 'เด็ก']",1
"['ป้ายห้าม', 'ย้อนศร', 'ลาน', 'จอด', 'รถ', 'วินัย', 'แรง']",2
"['ปี', 'ศึกษา', '4', 'คูร', 'ลูก', 'สมัคร']",4
"['น้องเกิด', '31', 'กรกฏาคม', '2561', 'เกณฑ์', 'สมัคร']",4
"['ทราบ', 'เด็ก', 'ประถม', '1', 'ปี', 'ศึกษา', '2564']",4
"['สมัคร', 'อนุบาล', '1', '1', 'ธค', '64', 'มัย', 'ออน', 'ไล', 'ไหม']",4
"['สมัคร', 'อนุบาล', 'ออนไลน์', 'ทำไง']",4
"['เบอร์', 'ติดต่อ', 'ไหม', 'มั่นใจ', 'สมัคร', 'ตกหล่น']",4
"['สมัคร', 'ตอน', 'แผน', 'เรียน', 'บูราการ']",4
"['เตรียม', 'อบุบาล', 'ห้อง', 'ล่ะ', 'กี่', 'คน', 'น้องเรียน', 'เลิก', 'กี่', 'โมง']",3
"['สำหรับ', 'ผปค', 'จ่าย', 'เทอม', '1', 'จ่าย', 'เหรอ']",4
"['อนุญาต', 'สอบถาม', 'เห็ด', 'เรียน', 'โครงการ', 'สสวท', 'วิจัย', 'ขาย', 'ไหม']",0
['ปลาย'],1
"['ฝน', 'ตก', 'หนัก', 'รถ', 'เด็ก', 'รร', 'ไหม']",2
"['สอบ', 'เหมือน', 'เดิม']",1
"['สนามสอบ', 'แจ้ง']",1
"['ปี', 'เรียน', 'ป1']",4
"['ป6', 'เทอม']",4
"['epsm', 'ปกติ', 'ราคา', 'เทอม']",1
"['สมัคร', 'ป', '1', '2565']",4
"['ทราบ', 'สมัคร', 'ครู', 'ปฐมวัย']",4
"['ทราบ', 'เทอม', 'อนุบาล', 'ep']",1
"['อนุบาล', '1', 'เทอม', 'ไหร่']",4
"['สอบ', 'ปลาย', 'ภาคม', 'ปลาย']",1
"['สมัคร', 'อนุบาล', '1', 'อายุ', 'ไหร่']",4
"['ชำระ', 'ทำ']",4
"['สอบถาม', 'เรื่อง', 'คืน', 'เทอม']",4
"['ป4', 'eng', 'cpw', 'คืน', 'เทอม']",4
"['อาทิตย์', 'โรง', 'เรียน', 'ไหม']",3
"['ป1', 'โรง', 'เรียน', 'ใหน']",4
"['สอบถาม', 'แผนก', 'itp', 'เรียน', 'ตึก']",2
"['สอบ', 'รร', 'บังคับ', 'เรียน', 'ep']",1
"['สระ', 'ว่าย', 'น้ำ', 'งาน']",5
"['ตรวจ', 'สุขภาพ', 'ประจำ', 'ปี', 'เรียน']",0
"['พรุ่ง', 'โรง', 'เรียน', 'หยุด', 'ไหม']",3
"['เรียน', 'น้อง', 'อนุบาล', 'ดู', 'หรอ']",1
"['แอปโรง', 'เรียน', 'ปัญหา', 'ป่าว']",5
"['เบอร์', 'โทร', 'ติดต่อ', 'ฝั่ง', 'อนุบาล']",0
"['ดู', 'เกรด', 'เฉลี่ย']",1
"['สมัคร', 'เรียน', 'ออนไลน์', 'รร', 'หรอ', 'ปี']",4
"['สอบถาม', 'รายละเอียด', 'ช่องไหน']",0
"['ภาษา', 'จีน', 'เรียน', 'ชั้น']",1
"['หลักสูตร', 'บิน', 'สมัคร', 'เรียน', 'ชั้น']",1
"['ศุกร์', 'ลูก', 'ต้ม', 'จืด', 'เต้า', 'หู้', 'สอง', 'ชิ้น', 'เศษ', 'หมู']",2
"['เสาร์', '28', 'จ่าย', 'เทอม', 'จ่าย', 'ตึก']",4
"['จ่าย', 'เทอม', 'ถนัด', 'โอน']",4
"['ชำระ', 'mobile', 'banking', 'ใบ', 'ไหร่']",4
"['เครื่องแบบ', 'อนุบาล', 'ตอน', 'หา', 'ซื้อ', 'เหรอ']",2
"['ประตู', '7', 'ไหม', 'ผม']",3
"['เตรียม', 'อนุบาล', 'เต็ม', 'ยังคะ']",4
"['เกรด', 'เด็ก', 'ป4', 'ประกาศ']",1
"['เกรด', 'ประกาศ']",1
"['ม', '3', 'ประกาศ', 'เกรด', 'ไหร่']",1
"['โหลด', 'qr', 'code', 'ทำ']",5
"['เรียน', 'เทอม', '1', 'ประถม', '6', 'ประกาศ']",1
"['ม', '1']",4
"['สมัคร', 'ประถมศึกษา', 'ปี', '1', 'ใหน']",4
"['สมัคประถมศึกษา', 'ปี', '1', 'ใหน']",4
"['สมัคประถมศึกษา', 'ปี', '1']",4
"['อ1', 'เทอม', 'รัย']",4
"['ป1', 'ห้อง', 'ปกติ', 'รับมัย']",4
"['เรียน', 'ออนไลน์']",3
"['เรียน', 'ออนไลน์']",3
"['เรียน', 'ออนไลน์หรอคะ']",3
"['ป1', 'ห้อง', 'ปกติ', 'สมัคร']",4
"['เตรียม', 'อนุบาล', 'กี่', 'ขวบ']",4
"['ประกาศ', 'สอบ']",1
"['โครงการ', 'ep', 'ไหม']",1
"['จ่าย', 'บัตร', 'เครดิต', 'ธรรมเนียม', 'ไหม']",4
"['ระดับ', 'มัธยม', 'ตาราง', 'สอน', 'เดิม', 'เหมือน', 'ไหม']",1
"['ตาราง', 'เรียน', 'ep', 'หล่ะ']",1
"['จ่าย', 'ห้อง', 'เงิน', 'ทื่', '1', 'ธค']",4
"['ขับ', 'รถ', 'จ่าย']",2
"['อาทิตย์', 'สหกรณ์', 'โรง', 'เรียน', 'ไหม']",3
"['time', 'school', 'start']",4
"['time', 'eat', 'lunch']",4
"['many', 'subjects', 'learn', 'one', 'day']",1
"['many', 'students', 'class']",3
"['many', 'students', 'school']",3
"['many', 'buildings', 'school']",2
"['time', 'school', 'finish']",4
"['principal', '’', 's', 'name']",4
"['school', 'big']",4
"['long', 'lesson']",1
"['สหกรณ์', 'โรง', 'เรียน', 'ไหม']",3
"['แผน', 'ปกครอง', 'รถ', 'โรง', 'เรียน', 'ไหร่']",2
"['รร', 'รูปแบบ', 'เดิม', 'ไม๊']",2
"['ประกัน', 'อุบัติเหตุ', 'หาย']",4
"['กิจกรรม', 'ดนตรี', 'ต้าน', 'ยา', 'เสพ', 'ติด', 'คน', 'ชม', 'ได่', 'ไหม']",3
"['กิจกรรม', 'ดนตรี', 'ต้าน', 'ยา', 'เสพ', 'ติด', 'คน', 'ชม', 'ไหม']",3
"['สอบถาม', 'รายละเอียด', 'ติว', 'tgat', 'ไหม']",1
"['ย้าย', 'ตอน', 'ป3', 'หลักฐาน', 'ซื้อ', 'ใบ', 'สมัคร', 'เปล่า']",4
"['ย้าย', 'ตอน', 'ป3', 'หลักฐาน', 'ซื้อ', 'ใบ', 'สมัคร', 'เปล่า']",4
"['esmp', 'ม', '1', 'มอบ', 'ตัว', '7', 'ธค', 'หมาย', 'ชำระ', 'เล่าเรียน', 'ล่วงหน้า', 'ไหม', 'กรณี', 'ปกครอง', 'ว่าง', 'ติด', 'ภาระกิจ', 'อนุโลม', 'ขยับ', 'เวลา', 'ไหม', 'ผม', 'ศิษย์', 'เก่า', 'ชปว', 'ลูก', 'คน', 'ขึ้นม', '1', 'คน', 'ม', '4', 'เรียน', 'esmp', 'ถาม', 'สอง', 'คน']",1
"['รายละเอียด', 'รีวิว', 'เกี่ยว', 'เรียน', 'อนุบาล', 'ไหม']",4
"['รายละเอียด', 'ศึกษา', 'ชั้น', 'ม', '1', 'เรียน', 'ปกติ', 'นร', 'โครงการep', 'ปกติ']",4
"['ติดต่อ', 'ใบ', 'เรียน', 'จบ', 'ป6', 'ติดต่อ', 'เปล่า', 'เสาร์', 'เรียน', 'ปกติ', 'ไหม']",3
"['ใบ', 'สมัคร', 'สอบซื้อ']",4
"['หลาน', 'จังหวัด', 'เรียน', 'ป', '1', 'ทำ', 'คะแนน']",4
"['เรียน', 'ม', '1', 'ep', 'หรอ']",1
"['ม', '4', 'ห้อง', 'เรียน', 'ภาษา', 'อังกฤษ', 'เรียน', 'ห้อง', 'สายวิทย์', 'ไหม']",1
['ป4'],4
"['สอบถาม', 'คะสมัคร', 'ป4', 'รบกวน', 'ลิ้ง', 'รายละเอียด']",4
"['สอบถาม', 'คะอ', 'ย้าย', 'ลูก', 'จังหวัด', 'สมัคร', 'ป4', 'โรง', 'เรียน', 'เปล่า']",4
"['รบกวน', 'สอบถาม', 'ป', 'english', 'program', 'gifted', 'english']",1
"['สอบถาม', 'อนุบาล', '1', 'กี่', 'ขวบ', 'สมัคร']",4
"['ย้าย', 'ตอน', 'ป3', 'ทำ']",4
"['ม', '1', 'ปกติ', 'เรียน', 'สอบ', 'เปล่า']",4
"['สมัคร', 'เรียน', 'ไหร่']",4
"['ราคา', 'ใบ', 'สมัคร', 'สสวท', 'ep', 'กี่', 'บาท']",1
"['esmp', 'เหรอ']",1
"['สอบถาม', 'เรียน', 'จบ', 'ป', '6', 'ชั้น', 'มัธยม', 'ปี', '1', 'ห้อง', 'ep', 'เหรอ']",1
"['เด็ก', 'ประถม', 'ทาน', 'ป', 'ซื้อ', 'ทาน']",2
"['สมัคร', 'เด็ก', 'อ', '2', 'ไหร่']",4
"['สอบถาม', 'ข่าว', 'ประกาศ', 'โครงการ', 'itp']",1
"['น้องเกิด', 'ตุลา', '63', 'สมัคร', 'ปี', 'โทร', 'จอง', 'สิทธิ์', 'ไหร่', 'ขอบคุณ']",4
"['สอบถาม', 'น้องเรียน', 'อนุบาล', '1', 'อนุบาล', '2', 'ไหม']",4
"['ศิษย์', 'เก่า', 'โรง', 'เรียน', 'ไหม']",3
"['สอบถาม', 'รายละเอียด', 'สมัคร', 'ครู']",4
"['อนุญาต', 'สอบถาม', 'ลูก', 'ผม', 'อาหาร', 'อิสลาม', 'เมนู', 'อาหาร', 'ทั่วไป', 'อะ', 'วัตถุ', 'ดิบ', 'ไหม']",2
"['โอน', 'คืน', 'เทอม', 'ตอน']",4
"['สอบถาม', 'เทอม', 'หรอ']",3
"['สอบถาม', 'เทอม', 'เตรียม', 'ห้อง', 'เรียน', 'หรอคะ']",0
"['ผม', 'ชื่อ', 'ผม', 'ทำ', 'บัตร', 'เรียน', 'หัก', 'ทำ', 'ดี']",5
"['ผม', 'สอบถาม', 'เรียน', 'เรียน', 'ชาย', 'ตัด', 'ผม', 'เกรียน', 'เรียน']",3
"['เงิน', '2000', 'ทราบ', 'เรื่อง']",4
"['ดิฉัน', 'สอบถาม', 'เทอม', 'ร้าน', 'สหกรณ์']",2
"['จ่าย', 'เทอม', 'ออนไลน์']",4
"['สอบถาม', 'ปัก', 'ชื่อ', 'ย่อ', 'โรง', 'เรียน', 'ปัก', 'ซ้าย', 'ขวา', 'เสื้อ', 'หรอ']",3
['สอบถาม'],0
"['ลูก', 'ผม', 'กลัว', 'ครูปกครอง', 'คน', 'นึง', 'ครู', 'คน', 'ลด', 'ดุ']",3
"['ทราบ', 'โรง', 'เรียน', 'ขาย', 'ชุด', 'เรียน', 'หรอ']",3
"['สอบถาม', 'เกี่ยว', 'กิจกรรม', 'ประชุม', 'ปกครอง', 'เรียน', 'พ่อแม่', 'หนู', 'ประเทศ', 'พี่', 'ชาย', 'หนู', 'ประชุม', 'พี่', 'ชาย', 'ปกครอง', 'หนู']",3
"['งับ', 'ผม', 'สอบถาม', 'เกี่ยว', 'ย้าย', 'แผน', 'เรียน', 'งับ', 'ผม', 'ทำ']",4
"['ทราบ', 'ผม', 'ทำ', 'ทำ', 'เรื่อง', 'จ่าย', 'เทอม', 'ล่าช้า', 'หรอ']",4
"['รู้', 'โรง', 'เรียน', 'เงิน', 'ยอด', 'โอน', 'อ่ะ']",4
"['อาทิตย์', 'เทอม', 'หนู', 'เรียน', 'เนื่อง', 'ติด', 'ปัญหา', 'บ้าน', 'ใบ', 'ลา', 'ออนไลน์', 'กรอก']",3
"['สอบถาม', 'เสื้อ', 'พละ', 'ขาย', 'หรอ']",3
"['ครู', 'หนู', 'สอบถาม', 'เกี่ยว', 'ย้าย', 'โรง', 'เรียน', 'หนู', 'ย้าย', 'เรียน', 'สกน', 'หนู', 'เรื่อง', 'บื่น', 'โรง', 'เรียน']",4
"['สอบถาม', 'สี', 'กางเกง', 'โรง', 'เรียน', 'สี', 'ซื้อ', 'หลาน', 'แน่ใจ', 'สี']",3
"['สระ', 'ว่าย', 'น้ำ', 'บริการ', 'หรอ']",5
"['สอบถาม', 'หลักสูตร', 'ภาษา', 'อังกฤษ', 'สอน', 'ครู', 'ชาติ', 'เปล่า']",1
"['เทอม', 'ป1', 'ราคา', 'ไหม']",4
"['เดินทาง', 'โรง', 'เรียนชลประทาน']",2
"['ชุด', 'ลูกเสื้อ', 'ระเบียบ', 'สี', 'กากี', 'เหรอ']",3
"['ตอน', 'สหกรณ์', 'โรง', 'เรียน', 'ขาย', 'ไหม', 'ซื้อ', 'ซื้อ', 'ชุด', 'เรียน', 'ซื้อ', 'ราคา', 'ท่า', 'ไหร่']",3
"['สอบถาม', 'เกี่ยว', 'สมัคร', 'ครู', 'แนะแนว', 'ครู', 'แนะแนว', 'ใบ']",4
"['ตรวจ', 'สุขภาพ', 'เรียน', 'โรงพยาบาล', 'โรง', 'เรียนคะ']",4
"['เช็ค', 'ชื่อ', 'ชั้น', 'ม', '2', 'สอบ', 'วิชา', 'วิทยาศาสตร์', 'ชื่อ', 'น้อง', 'ทำ']",1
"['สมัคร', 'สอบ', 'ชื่อ', 'ทำ']",4
"['ปลาย', 'คับ']",4
"['ฝน', 'ตก', 'หนัก', 'รถ', 'เด็ก', 'รร', 'ไหม']",2
"['สอบถาม', 'ศิษย์', 'เก่า', 'โรง', 'เรียน']",3
"['ป6', 'เทอม']",4
"['คืน', 'เทอม', 'ไหม', 'เหมือน', 'แจ้ง', 'คอมเม้น', 'คืน', 'เทอม', 'ปลาย', 'เทอม']",4
"['รบกวน', 'สอบถาม', 'จ่าย', 'โรง', 'เรียน', 'ไหม', 'ต้องการ', 'ใบ', 'เบิก']",4
"['เอกสาร', 'โอน', 'คืน', 'เทอม']",4
"['ชำระ', 'ทำ']",4
"['เกรด', 'ตอน']",1
"['ชำระ', 'เทอม', 'แอปโรง', 'เรียน']",5
"['หาย', 'โรง', 'เรียน', 'เรียน', 'แจ้ง', 'หาย']",3
"['ทราบ', 'รองเท้า', 'พละ', 'สี', 'ขาว']",3
"['สอบถาม', 'เรื่อง', 'น้อง', 'เรียน', 'เตรียม', 'อนุบาลอ่ะ']",4
"['ep', 'ป1', 'เทอม', 'ไหร']",1
"['จ่าย', 'เทอม', 'จ่าย', 'ตึก']",4
"['ติดต่อ', 'ชำระ', 'เทอม', 'ล่วงหน้าที่', 'ห้อง', 'เงิน', 'ไหม', 'ชำระ']",4
"['ชำระ', 'โมบาย', 'แบงค์', 'กิ้ง', 'ใบ']",4
"['จ่าย', 'บัตร', 'เครดิต', 'ธรรมเนียม', 'ไหม']",4
"['ชำระ', 'mobile', 'banking', 'ใบ']",4
"['เตรียม', 'อนุบาล', 'สมัคร', 'กี่', 'ขวบคะ']",4
"['สมัคร', 'ป', '1', 'โอน', 'เงิน', 'สมัคร', 'ทำ']",4
"['สมัคร', 'ป', '1', 'ep', 'เทอม', 'ไหร่']",1
"['อ1', 'เทอม', 'รัย']",4
"['สมัคร', 'อนุบาล', 'เว้น', 'หยุด', 'ราชการ']",4
"['รบกวน', 'แจ้ง', 'เอกสาร', 'สมัคร']",4
"['รูป', 'สมัคร', 'เรียน', 'น้อง', 'อนุบาล', '1', 'ใส่', 'ชุด', 'เรียน', 'ถ่าย', 'รูป', 'เหรอ']",4
"['สมัคร', 'เตรียม', 'เตรียม', 'อนุบาล', 'เตรียม']",4
"['เทอม', 'รัย', 'คะโปรแกรม', 'ep']",1
"['เทอม', 'ม', '4', 'จ่าย', 'ไหร่']",4
"['itp', 'ม', '4', 'เทอม', 'ไหร่', 'เตรียม']",1
"['เทอม', 'ม', '4', 'ไหร่', 'เตรียม']",4
"['มอบ', 'ตัว', 'รรคะ']",4
"['เอกสาร', 'ร้อง']",4
"['เอกสาร', 'ร้อง', 'รูป', 'ถ่าย', 'ขนาด', 'ไหร่']",4
"['สอบถาม', 'ecp', 'เทอม', 'ไหร่']",4
"['ซื้อ', 'เครื่องแบบ', 'เรียน', 'หนังสือ', 'เรียน']",2
"['กรอก', 'รายละเอียด', 'ใบ', 'มอบ', 'ตัว']",4
"['ทดสอบ', 'วัด', 'ระดับ', 'ภาษา', 'อังกฤษ', 'cefr', 'สมัคร', 'สอบ', 'ไหม']",1
"['ชุด', 'เรียน', 'เสาร์', 'อาทิตย์', 'ซื้อ']",2
"['สั่ง', 'ตัด', 'ชุด', 'รด', 'ติดต่อ']",2
"['เดือน', 'หน้า', 'สอน', 'ว่าย', 'น้ำ', 'ไหม']",5
"['ท้อง', 'ฟ้า', 'จำลอง', 'ไหร่', 'เหรอ']",3
"['รีวิว', 'โครงการ', 'itp', 'ไหม']",1
"['สอบถาม', 'เรื่อง', 'เรียน', 'ว่าย', 'น้ำหน่อย']",5
"['รบกวน', 'สอบถาม', 'ป', 'english', 'program', 'gifted', 'english']",1
"['ชุด', 'นร', 'จำหน่าย', 'ไหม', 'จำหน่าย']",2
"['สมัคร', 'สมัคร']",1
"['ทราบ', 'เทอม', 'ม', '3', 'ม', '4', 'ใหร่']",1
"['รู้', 'ว่าม', '1', 'สมัคร']",1
"['สมัคร', 'สอบ', 'ไหร่']",1
"['ใบ', 'สมัคร']",1
['เกรด'],1
"['ทราบ', 'เรียน', 'ลูก']",1
['เรียน'],1
"['เรียน', 'ประถม']",1
['เรียนมต้น'],1
"['เรียนม', 'ปลาย']",1
"['เกรด', 'ไหร่']",1
"['ไหร่', 'เกรด']",1
"['ดู', 'เกรด']",1
"['เรียน', 'ลูก', 'ล่าช้า']",1
['เกรด'],1
"['เกรด', 'ไหร่']",1
"['ขอดู', 'เกรด']",1
"['ดู', 'เรียน', 'ลูก']",1
"['gpa', 'ลูก', 'ไหร่']",1
"['gpax', 'ตอน', 'ไหร่']",1
"['วิชา', 'ภาษา', 'ไทย', 'เกรด']",1
"['วิชา', 'คณิตศาสตร์', 'เกรด', 'ไหร่']",1
"['วิชา', 'ภาษา', 'อังกฤษ', 'เกรด']",1
"['ไหร่', 'เกรด', 'วิชา', 'สังคมศึกษา']",1
"['วิชา', 'เลข', 'เกรด', 'ไหร่']",1
"['อนุบาล', '3', 'ไหม']",1
"['อนุบาล', '2', 'ไหม']",1
"['อนุบาล', '1']",1
"['ซื้อ', 'ใบ', 'สมัคร', 'อ', '1']",1
"['สมัคร', 'อ', '1']",1
"['ซื้อ', 'ใบ', 'สมัคร', 'อนุบาล', '1', '1500', 'โมง', 'ไหม']",1
"['ติดต่ครูออนุบาล', '3']",1
"['เทอม', 'อ', '1', 'ไหร่']",1
"['อ2', 'คับ']",1
"['น้องเกิด', '16', 'พค', '60', 'สมัคร', 'อ', '1', 'ไหม']",1
"['สมัคร', 'อ', '1', 'ไหร่']",1
"['อนุญาต', 'สอบถาม', 'มอบ', 'ตัว', 'อนุบาล', '1', 'หรอ']",1
"['รูป', 'ถ่าย', 'สมัคร', 'อ', '1', 'ขนาด', 'กี่', 'นิ้ว']",1
"['ประกาศ', 'คัดเลือก', 'อนุบาล', '1', 'หรอคะ']",1
"['สมัคร', 'เรียน', 'เตรียม', 'อนุบาล', 'สมัคร']",1
"['เทอม', 'เตรียม', 'อนุบาล', 'ไหร่']",1
"['น้องเรียน', 'อนุบาล', '2', 'โรงเรียน', 'รัฐบาล', 'สมัคร', 'แผน', 'เรียน', 'ecp', 'ไหม']",1
"['สมัคร', 'อนุบาล', '1', 'ไหร่']",1
"['เทอม', 'อ', '1', 'ไหร่', 'คับ']",1
"['สมัคร', 'เรียน']",1
"['ติดต่อ', 'วิชาการ']",1
"['อนุญาติสิบถาม', 'เทอม', 'ecp', 'ไหร่']",1
"['เบอร์', 'แผนก', 'ประถม']",1
"['ดู', 'ตา', 'ราง', 'เรียน', 'ม', '1', 'ดู']",1
"['ตาราง', 'เรียน', 'ชั้น', 'ป', '1', 'ดู', 'แอดมิน']",1
"['ตาราง', 'เรียน', 'ป2']",1
"['ตา', 'ราง', 'เรียน', 'ชั้น', 'ป', '3']",1
"['ตา', 'ราง', 'เรียน', 'ลูก', 'สาว', 'ชั้น', 'ป', '4']",1
"['อนุญาต', 'สอบถาม', 'ตาราง', 'เรียน', 'ชั้น', 'ปฐมศึกษา', '5', 'ดู']",1
"['ตา', 'ราง', 'เรียน', 'ป5']",1
"['ตาราง', 'เรียน', 'ป6']",1
"['ตาราง', 'เรียน', 'ชั้น', 'ปฐมศึกษา', 'ปี', '6', 'ยังคับ']",1
"['ตา', 'ราง', 'เรียน', 'ป2']",1
"['จอด', 'รถ']",2
"['ลาน', 'จอด', 'รถ']",2
"['ลาน', 'จอด', 'จอด', 'กี่', 'คัน']",2
"['จอด', 'รถ', 'หน้า', 'โรง', 'เรียน']",2
"['รับส่ง', 'ลูก']",2
"['รีถรับ', 'เรียน']",2
"['โรง', 'เรียน', 'จอด', 'รถ', 'ไหม']",2
"['มอเตอร์ไซค์', 'ไฟฟ้า', 'จอด', 'โรง', 'เรียน']",2
"['สำหรับ', 'จอด', 'มอเตอร์ไซค์']",2
"['ชาจมอเตอร์ไซค์', 'ไฟฟ้า']",2
"['ลูก', 'ขับ', 'มอเตอร์ไซค์', 'โรง', 'เรียน']",2
"['รถ', 'มอเตอร์ไซค์', 'จอด']",2
"['รถ', 'มอเตอร์ไซค์', 'จอด', 'รถ', 'ยนต์']",2
"['รถ', 'มอเตอร์ไซค์', 'จอด']",2
"['มอเตอร์ไซค์', 'ขับ', 'โรง', 'เรียน']",2
"['แผนที่', 'โรง', 'จอด', 'รถ']",2
"['จอด', 'รอ', 'ลูก']",2
"['รอ', 'ลูก', 'จุด']",2
"['จอด', 'รถ', 'กี่', 'อาคาร']",2
"['จอด', 'รถ', 'เต็ม', 'จอด']",2
"['เวลา', 'โรง', 'เรียน', 'การเรียนการสอน', 'ลูก']",2
"['โรง', 'เรียน', 'รถ', 'ไหม']",2
"['รถ', 'โรง', 'เรียน', 'จอด', 'รอ', 'หรอ']",2
"['บริการ', 'รถ']",2
"['รถ', 'เรียน', 'ไหม']",2
"['รถ', 'โรง', 'เรียน', 'บริการ', 'ไหร่']",2
"['รถ', 'โรง', 'เรียน', 'รอบ', 'กี่', 'โมง']",2
"['รถ', 'โรง', 'เรียน', '1', 'คัน', 'นั่ง', 'กี่', 'คน']",2
"['รสบัส', 'บริการ', 'ไหม']",2
"['โรง', 'เรียน', 'บัสส่ง', 'ไหม']",2
"['รถ', 'บัส', 'จอด', 'รอ', 'หรอ']",2
"['บริการ', 'รถ']",2
"['บัส', 'เรียน', 'ไหม']",2
